t,a_thrust,a_roll,a_pitch,a_yaw,seg
0.90000,-0.600000,0.000000,0.000000,0.000000,thr_1g
0.92500,-0.600000,0.000000,0.000000,0.000000,thr_1g
0.95000,-0.600000,0.000000,0.000000,0.000000,thr_1g
0.97500,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.00000,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.02500,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.05000,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.07500,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.10000,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.12500,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.15000,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.17500,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.20000,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.22500,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.25000,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.27500,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.30000,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.32500,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.35000,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.37500,-0.200000,0.000000,0.000000,0.000000,thr_2g
1.40000,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.42500,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.45000,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.47500,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.50000,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.52500,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.55000,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.57500,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.60000,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.62500,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.65000,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.67500,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.70000,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.72500,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.75000,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.77500,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.80000,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.82500,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.85000,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.87500,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.90000,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.92500,-0.400000,0.000000,0.000000,0.000000,thr_1.5g
1.95000,-0.600000,0.000000,0.000000,0.000000,thr_1g
1.97500,-0.600000,0.000000,0.000000,0.000000,thr_1g
2.00000,-0.600000,0.000000,0.000000,0.000000,thr_1g
2.02500,-0.600000,0.000000,0.000000,0.000000,thr_1g
2.05000,-0.600000,0.000000,0.000000,0.000000,thr_1g
2.07500,-0.600000,0.000000,0.000000,0.000000,thr_1g
2.10000,-0.600000,0.000000,0.000000,0.000000,thr_1g
2.12500,-0.600000,0.000000,0.000000,0.000000,thr_1g
